origin_id,destination_id,origin_store,destination_store,distance_meters,duration_seconds,duration_minutes
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L5,L24,Reliance Smart Jubilee,Darpan Furnishings,35592,3684,61.4
L57,L29,Joyalukkas,Bawarchi RTC X Roads,36768,4901,81.68
L9,L19,Spencer's Retail,South India Shopping Mall,4917,718,11.97
L30,L51,Shah Ghouse Gachibowli,Adidas Originals,23907,2749,45.82
L57,L9,Joyalukkas,Spencer's Retail,13062,1625,27.08
L57,L51,Joyalukkas,Adidas Originals,30683,3348,55.8
L30,L25,Shah Ghouse Gachibowli,IKEA Hyderabad,66489,4920,82.0
L29,L19,Bawarchi RTC X Roads,South India Shopping Mall,28159,4023,67.05
L19,L30,South India Shopping Mall,Shah Ghouse Gachibowli,16616,2267,37.78
L29,L57,Bawarchi RTC X Roads,Joyalukkas,35170,5010,83.5
L29,L9,Bawarchi RTC X Roads,Spencer's Retail,29897,4320,72.0
L19,L51,South India Shopping Mall,Adidas Originals,25286,3630,60.5
L29,L30,Bawarchi RTC X Roads,Shah Ghouse Gachibowli,61956,4495,74.92
L57,L30,Joyalukkas,Shah Ghouse Gachibowli,38979,3079,51.32
L19,L25,South India Shopping Mall,IKEA Hyderabad,34587,3616,60.27
L9,L57,Spencer's Retail,Joyalukkas,12441,1826,30.43
L19,L29,South India Shopping Mall,Bawarchi RTC X Roads,29231,3960,66.0
L19,L9,South India Shopping Mall,Spencer's Retail,4257,551,9.18
L29,L25,Bawarchi RTC X Roads,IKEA Hyderabad,50344,6493,108.22
L9,L29,Spencer's Retail,Bawarchi RTC X Roads,29084,4033,67.22
L9,L30,Spencer's Retail,Shah Ghouse Gachibowli,18277,2602,43.37
L9,L25,Spencer's Retail,IKEA Hyderabad,35420,3638,60.63
L51,L30,Adidas Originals,Shah Ghouse Gachibowli,23715,2750,45.83
L51,L25,Adidas Originals,IKEA Hyderabad,51120,5254,87.57
L51,L29,Adidas Originals,Bawarchi RTC X Roads,79033,6246,104.1
L51,L19,Adidas Originals,South India Shopping Mall,24083,3574,59.57
L25,L19,IKEA Hyderabad,South India Shopping Mall,33435,3401,56.68
L25,L29,IKEA Hyderabad,Bawarchi RTC X Roads,51937,6568,109.47
L30,L9,Shah Ghouse Gachibowli,Spencer's Retail,16233,2406,40.1
L25,L51,IKEA Hyderabad,Adidas Originals,48735,5042,84.03
L30,L29,Shah Ghouse Gachibowli,Bawarchi RTC X Roads,63094,4598,76.63
L51,L9,Adidas Originals,Spencer's Retail,21803,3207,53.45
L51,L57,Adidas Originals,Joyalukkas,36601,3402,56.7
L9,L51,Spencer's Retail,Adidas Originals,22261,3261,54.35
L29,L51,Bawarchi RTC X Roads,Adidas Originals,77854,6042,100.7
L30,L57,Shah Ghouse Gachibowli,Joyalukkas,43310,2985,49.75
L25,L9,IKEA Hyderabad,Spencer's Retail,35225,3494,58.23
L30,L19,Shah Ghouse Gachibowli,South India Shopping Mall,15953,2302,38.37
L25,L30,IKEA Hyderabad,Shah Ghouse Gachibowli,65819,4862,81.03
L19,L60,South India Shopping Mall,Lalitha Jewellery,35593,3045,50.75
L37,L19,Alankrita Boutique,South India Shopping Mall,15306,2010,33.5
L19,L37,South India Shopping Mall,Alankrita Boutique,15649,1832,30.53
L60,L37,Lalitha Jewellery,Alankrita Boutique,44645,4629,77.15
L37,L60,Alankrita Boutique,Lalitha Jewellery,44897,4836,80.6
L60,L19,Lalitha Jewellery,South India Shopping Mall,35303,2780,46.33
L3,L52,Heritage Fresh,Puma Store,45991,3567,59.45
L3,L24,Heritage Fresh,Darpan Furnishings,92555,5839,97.32
L3,L18,Heritage Fresh,Kalanikethan Kukatpally,49568,3747,62.45
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L52,L3,Puma Store,Heritage Fresh,46567,3608,60.13
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L24,L3,Darpan Furnishings,Heritage Fresh,92791,5920,98.67
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L23,L3,Reliance Digital,Heritage Fresh,67623,4359,72.65
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L18,L3,Kalanikethan Kukatpally,Heritage Fresh,49356,3663,61.05
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L3,L23,Heritage Fresh,Reliance Digital,68165,4492,74.87
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L13,L31,Forum Sujana Zara,Cafe Niloufer,70532,5047,84.12
L51,L31,Adidas Originals,Cafe Niloufer,4827,962,16.03
L13,L51,Forum Sujana Zara,Adidas Originals,70550,5036,83.93
L31,L58,Cafe Niloufer,Jos Alukkas,76949,5024,83.73
L58,L51,Jos Alukkas,Adidas Originals,74280,4803,80.05
L51,L13,Adidas Originals,Forum Sujana Zara,70754,5018,83.63
L7,L58,Q-Mart Gachibowli,Jos Alukkas,41541,2929,48.82
L7,L13,Q-Mart Gachibowli,Forum Sujana Zara,68809,4232,70.53
L7,L31,Q-Mart Gachibowli,Cafe Niloufer,46256,4397,73.28
L58,L7,Jos Alukkas,Q-Mart Gachibowli,41398,2867,47.78
L13,L58,Forum Sujana Zara,Jos Alukkas,35405,2293,38.22
L58,L13,Jos Alukkas,Forum Sujana Zara,35507,2229,37.15
L58,L38,Jos Alukkas,MedPlus Madhapur,59398,4021,67.02
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L7,L51,Q-Mart Gachibowli,Adidas Originals,43916,4268,71.13
L31,L38,Cafe Niloufer,MedPlus Madhapur,25899,3515,58.58
L13,L7,Forum Sujana Zara,Q-Mart Gachibowli,68986,4298,71.63
L38,L31,MedPlus Madhapur,Cafe Niloufer,25187,3491,58.18
L51,L7,Adidas Originals,Q-Mart Gachibowli,52890,4382,73.03
L38,L51,MedPlus Madhapur,Adidas Originals,26465,3532,58.87
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L51,L58,Adidas Originals,Jos Alukkas,75917,4987,83.12
L58,L31,Jos Alukkas,Cafe Niloufer,76619,4933,82.22
L38,L7,MedPlus Madhapur,Q-Mart Gachibowli,25480,3200,53.33
L7,L38,Q-Mart Gachibowli,MedPlus Madhapur,23451,2877,47.95
L31,L7,Cafe Niloufer,Q-Mart Gachibowli,53922,4418,73.63
L38,L58,MedPlus Madhapur,Jos Alukkas,56967,4145,69.08
L51,L38,Adidas Originals,MedPlus Madhapur,26224,3687,61.45
L31,L51,Cafe Niloufer,Adidas Originals,4703,861,14.35
L31,L13,Cafe Niloufer,Forum Sujana Zara,70736,5012,83.53
L60,L37,Lalitha Jewellery,Alankrita Boutique,44645,4629,77.15
L19,L37,South India Shopping Mall,Alankrita Boutique,15649,1832,30.53
L19,L60,South India Shopping Mall,Lalitha Jewellery,35593,3045,50.75
L37,L60,Alankrita Boutique,Lalitha Jewellery,44897,4836,80.6
L37,L19,Alankrita Boutique,South India Shopping Mall,15306,2010,33.5
L60,L19,Lalitha Jewellery,South India Shopping Mall,35303,2780,46.33
L14,L60,Sarath City Capital H&M,Lalitha Jewellery,3924,846,14.1
L27,L60,Chutneys Restaurant,Lalitha Jewellery,58909,3842,64.03
L47,L14,Himalaya Book World,Sarath City Capital H&M,31016,2791,46.52
L20,L60,Chennai Shopping Mall,Lalitha Jewellery,31313,3526,58.77
L27,L14,Chutneys Restaurant,Sarath City Capital H&M,57303,3465,57.75
L60,L47,Lalitha Jewellery,Himalaya Book World,32323,2909,48.48
L47,L31,Himalaya Book World,Cafe Niloufer,52281,4473,74.55
L60,L14,Lalitha Jewellery,Sarath City Capital H&M,5978,862,14.37
L60,L31,Lalitha Jewellery,Cafe Niloufer,61731,4640,77.33
L31,L47,Cafe Niloufer,Himalaya Book World,53212,4547,75.78
L60,L27,Lalitha Jewellery,Chutneys Restaurant,56465,3641,60.68
L27,L31,Chutneys Restaurant,Cafe Niloufer,76720,5335,88.92
L60,L20,Lalitha Jewellery,Chennai Shopping Mall,31793,3354,55.9
L31,L27,Cafe Niloufer,Chutneys Restaurant,76798,5291,88.18
L14,L20,Sarath City Capital H&M,Chennai Shopping Mall,28025,2926,48.77
L31,L14,Cafe Niloufer,Sarath City Capital H&M,60214,4425,73.75
L47,L60,Himalaya Book World,Lalitha Jewellery,16740,2423,40.38
L27,L20,Chutneys Restaurant,Chennai Shopping Mall,16608,2189,36.48
L20,L27,Chennai Shopping Mall,Chutneys Restaurant,16507,2102,35.03
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L47,L20,Himalaya Book World,Chennai Shopping Mall,38561,4189,69.82
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L20,L47,Chennai Shopping Mall,Himalaya Book World,35557,4143,69.05
L14,L47,Sarath City Capital H&M,Himalaya Book World,28555,2481,41.35
L20,L14,Chennai Shopping Mall,Sarath City Capital H&M,29707,3148,52.47
L20,L31,Chennai Shopping Mall,Cafe Niloufer,64965,5874,97.9
L31,L20,Cafe Niloufer,Chennai Shopping Mall,67758,5823,97.05
L14,L31,Sarath City Capital H&M,Cafe Niloufer,57964,4212,70.2
L31,L60,Cafe Niloufer,Lalitha Jewellery,61820,4802,80.03
L14,L27,Sarath City Capital H&M,Chutneys Restaurant,56302,3279,54.65
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L5,L24,Reliance Smart Jubilee,Darpan Furnishings,35592,3684,61.4
L24,L5,Darpan Furnishings,Reliance Smart Jubilee,46153,3874,64.57
L18,L5,Kalanikethan Kukatpally,Reliance Smart Jubilee,74506,4793,79.88
L5,L18,Reliance Smart Jubilee,Kalanikethan Kukatpally,64391,4714,78.57
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L47,L60,Himalaya Book World,Lalitha Jewellery,16740,2423,40.38
L20,L60,Chennai Shopping Mall,Lalitha Jewellery,31313,3526,58.77
L14,L27,Sarath City Capital H&M,Chutneys Restaurant,56302,3279,54.65
L27,L14,Chutneys Restaurant,Sarath City Capital H&M,57303,3465,57.75
L14,L20,Sarath City Capital H&M,Chennai Shopping Mall,28025,2926,48.77
L27,L60,Chutneys Restaurant,Lalitha Jewellery,58909,3842,64.03
L60,L31,Lalitha Jewellery,Cafe Niloufer,61731,4640,77.33
L47,L31,Himalaya Book World,Cafe Niloufer,52281,4473,74.55
L47,L20,Himalaya Book World,Chennai Shopping Mall,38561,4189,69.82
L60,L47,Lalitha Jewellery,Himalaya Book World,32323,2909,48.48
L14,L60,Sarath City Capital H&M,Lalitha Jewellery,3924,846,14.1
L31,L47,Cafe Niloufer,Himalaya Book World,53212,4547,75.78
L60,L14,Lalitha Jewellery,Sarath City Capital H&M,5978,862,14.37
L20,L27,Chennai Shopping Mall,Chutneys Restaurant,16507,2102,35.03
L31,L27,Cafe Niloufer,Chutneys Restaurant,76798,5291,88.18
L31,L60,Cafe Niloufer,Lalitha Jewellery,61820,4802,80.03
L60,L27,Lalitha Jewellery,Chutneys Restaurant,56465,3641,60.68
L14,L31,Sarath City Capital H&M,Cafe Niloufer,57964,4212,70.2
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L27,L20,Chutneys Restaurant,Chennai Shopping Mall,16608,2189,36.48
L31,L14,Cafe Niloufer,Sarath City Capital H&M,60214,4425,73.75
L47,L14,Himalaya Book World,Sarath City Capital H&M,31016,2791,46.52
L27,L31,Chutneys Restaurant,Cafe Niloufer,76720,5335,88.92
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L20,L47,Chennai Shopping Mall,Himalaya Book World,35557,4143,69.05
L14,L47,Sarath City Capital H&M,Himalaya Book World,28555,2481,41.35
L31,L20,Cafe Niloufer,Chennai Shopping Mall,67758,5823,97.05
L20,L31,Chennai Shopping Mall,Cafe Niloufer,64965,5874,97.9
L20,L14,Chennai Shopping Mall,Sarath City Capital H&M,29707,3148,52.47
L60,L20,Lalitha Jewellery,Chennai Shopping Mall,31793,3354,55.9
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L31,L38,Cafe Niloufer,MedPlus Madhapur,25899,3515,58.58
L31,L58,Cafe Niloufer,Jos Alukkas,76949,5024,83.73
L58,L7,Jos Alukkas,Q-Mart Gachibowli,41398,2867,47.78
L58,L13,Jos Alukkas,Forum Sujana Zara,35507,2229,37.15
L13,L31,Forum Sujana Zara,Cafe Niloufer,70532,5047,84.12
L58,L38,Jos Alukkas,MedPlus Madhapur,59398,4021,67.02
L31,L7,Cafe Niloufer,Q-Mart Gachibowli,53922,4418,73.63
L38,L31,MedPlus Madhapur,Cafe Niloufer,25187,3491,58.18
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L7,L58,Q-Mart Gachibowli,Jos Alukkas,41541,2929,48.82
L38,L58,MedPlus Madhapur,Jos Alukkas,56967,4145,69.08
L13,L7,Forum Sujana Zara,Q-Mart Gachibowli,68986,4298,71.63
L7,L31,Q-Mart Gachibowli,Cafe Niloufer,46256,4397,73.28
L58,L31,Jos Alukkas,Cafe Niloufer,76619,4933,82.22
L38,L7,MedPlus Madhapur,Q-Mart Gachibowli,25480,3200,53.33
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L13,L58,Forum Sujana Zara,Jos Alukkas,35405,2293,38.22
L31,L13,Cafe Niloufer,Forum Sujana Zara,70736,5012,83.53
L7,L13,Q-Mart Gachibowli,Forum Sujana Zara,68809,4232,70.53
L7,L38,Q-Mart Gachibowli,MedPlus Madhapur,23451,2877,47.95
L47,L31,Himalaya Book World,Cafe Niloufer,52281,4473,74.55
L20,L14,Chennai Shopping Mall,Sarath City Capital H&M,29707,3148,52.47
L20,L27,Chennai Shopping Mall,Chutneys Restaurant,16507,2102,35.03
L20,L31,Chennai Shopping Mall,Cafe Niloufer,64965,5874,97.9
L27,L20,Chutneys Restaurant,Chennai Shopping Mall,16608,2189,36.48
L20,L47,Chennai Shopping Mall,Himalaya Book World,35557,4143,69.05
L27,L14,Chutneys Restaurant,Sarath City Capital H&M,57303,3465,57.75
L27,L31,Chutneys Restaurant,Cafe Niloufer,76720,5335,88.92
L47,L60,Himalaya Book World,Lalitha Jewellery,16740,2423,40.38
L14,L27,Sarath City Capital H&M,Chutneys Restaurant,56302,3279,54.65
L14,L20,Sarath City Capital H&M,Chennai Shopping Mall,28025,2926,48.77
L27,L47,Chutneys Restaurant,Himalaya Book World,73537,4608,76.8
L60,L14,Lalitha Jewellery,Sarath City Capital H&M,5978,862,14.37
L60,L47,Lalitha Jewellery,Himalaya Book World,32323,2909,48.48
L14,L31,Sarath City Capital H&M,Cafe Niloufer,57964,4212,70.2
L14,L60,Sarath City Capital H&M,Lalitha Jewellery,3924,846,14.1
L60,L27,Lalitha Jewellery,Chutneys Restaurant,56465,3641,60.68
L60,L20,Lalitha Jewellery,Chennai Shopping Mall,31793,3354,55.9
L14,L47,Sarath City Capital H&M,Himalaya Book World,28555,2481,41.35
L31,L47,Cafe Niloufer,Himalaya Book World,53212,4547,75.78
L31,L27,Cafe Niloufer,Chutneys Restaurant,76798,5291,88.18
L47,L20,Himalaya Book World,Chennai Shopping Mall,38561,4189,69.82
L31,L60,Cafe Niloufer,Lalitha Jewellery,61820,4802,80.03
L47,L27,Himalaya Book World,Chutneys Restaurant,73758,4636,77.27
L47,L14,Himalaya Book World,Sarath City Capital H&M,31016,2791,46.52
L60,L31,Lalitha Jewellery,Cafe Niloufer,61731,4640,77.33
L31,L20,Cafe Niloufer,Chennai Shopping Mall,67758,5823,97.05
L31,L14,Cafe Niloufer,Sarath City Capital H&M,60214,4425,73.75
L27,L60,Chutneys Restaurant,Lalitha Jewellery,58909,3842,64.03
L20,L60,Chennai Shopping Mall,Lalitha Jewellery,31313,3526,58.77
L7,L58,Q-Mart Gachibowli,Jos Alukkas,41541,2929,48.82
L31,L38,Cafe Niloufer,MedPlus Madhapur,25899,3515,58.58
L7,L31,Q-Mart Gachibowli,Cafe Niloufer,46256,4397,73.28
L13,L7,Forum Sujana Zara,Q-Mart Gachibowli,68986,4298,71.63
L58,L7,Jos Alukkas,Q-Mart Gachibowli,41398,2867,47.78
L7,L38,Q-Mart Gachibowli,MedPlus Madhapur,23451,2877,47.95
L31,L58,Cafe Niloufer,Jos Alukkas,76949,5024,83.73
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L13,L58,Forum Sujana Zara,Jos Alukkas,35405,2293,38.22
L31,L7,Cafe Niloufer,Q-Mart Gachibowli,53922,4418,73.63
L31,L13,Cafe Niloufer,Forum Sujana Zara,70736,5012,83.53
L13,L31,Forum Sujana Zara,Cafe Niloufer,70532,5047,84.12
L38,L31,MedPlus Madhapur,Cafe Niloufer,25187,3491,58.18
L58,L31,Jos Alukkas,Cafe Niloufer,76619,4933,82.22
L38,L58,MedPlus Madhapur,Jos Alukkas,56967,4145,69.08
L38,L7,MedPlus Madhapur,Q-Mart Gachibowli,25480,3200,53.33
L7,L13,Q-Mart Gachibowli,Forum Sujana Zara,68809,4232,70.53
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L58,L38,Jos Alukkas,MedPlus Madhapur,59398,4021,67.02
L58,L13,Jos Alukkas,Forum Sujana Zara,35507,2229,37.15
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L23,L52,Reliance Digital,Puma Store,67649,4534,75.57
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L52,L23,Puma Store,Reliance Digital,46224,4631,77.18
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L24,L23,Darpan Furnishings,Reliance Digital,37921,3585,59.75
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L23,L24,Reliance Digital,Darpan Furnishings,37203,3359,55.98
L18,L23,Kalanikethan Kukatpally,Reliance Digital,66273,4504,75.07
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L23,L18,Reliance Digital,Kalanikethan Kukatpally,66002,4389,73.15
L5,L24,Reliance Smart Jubilee,Darpan Furnishings,35592,3684,61.4
L5,L18,Reliance Smart Jubilee,Kalanikethan Kukatpally,64391,4714,78.57
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L18,L5,Kalanikethan Kukatpally,Reliance Smart Jubilee,74506,4793,79.88
L24,L5,Darpan Furnishings,Reliance Smart Jubilee,46153,3874,64.57
L13,L58,Forum Sujana Zara,Jos Alukkas,35405,2293,38.22
L31,L38,Cafe Niloufer,MedPlus Madhapur,25899,3515,58.58
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L13,L31,Forum Sujana Zara,Cafe Niloufer,70532,5047,84.12
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L58,L31,Jos Alukkas,Cafe Niloufer,76619,4933,82.22
L31,L13,Cafe Niloufer,Forum Sujana Zara,70736,5012,83.53
L58,L38,Jos Alukkas,MedPlus Madhapur,59398,4021,67.02
L38,L31,MedPlus Madhapur,Cafe Niloufer,25187,3491,58.18
L31,L58,Cafe Niloufer,Jos Alukkas,76949,5024,83.73
L58,L13,Jos Alukkas,Forum Sujana Zara,35507,2229,37.15
L38,L58,MedPlus Madhapur,Jos Alukkas,56967,4145,69.08
L13,L38,Forum Sujana Zara,MedPlus Madhapur,60235,4470,74.5
L13,L31,Forum Sujana Zara,Cafe Niloufer,70532,5047,84.12
L58,L31,Jos Alukkas,Cafe Niloufer,76619,4933,82.22
L38,L13,MedPlus Madhapur,Forum Sujana Zara,60435,4200,70.0
L31,L58,Cafe Niloufer,Jos Alukkas,76949,5024,83.73
L13,L58,Forum Sujana Zara,Jos Alukkas,35405,2293,38.22
L31,L38,Cafe Niloufer,MedPlus Madhapur,25899,3515,58.58
L58,L38,Jos Alukkas,MedPlus Madhapur,59398,4021,67.02
L58,L13,Jos Alukkas,Forum Sujana Zara,35507,2229,37.15
L38,L31,MedPlus Madhapur,Cafe Niloufer,25187,3491,58.18
L31,L13,Cafe Niloufer,Forum Sujana Zara,70736,5012,83.53
L38,L58,MedPlus Madhapur,Jos Alukkas,56967,4145,69.08
L20,L14,Chennai Shopping Mall,Sarath City Capital H&M,29707,3148,52.47
L8,L13,Nature's Basket,Forum Sujana Zara,74339,4476,74.6
L13,L8,Forum Sujana Zara,Nature's Basket,73619,4479,74.65
L28,L14,Paradise Biryani Secunderabad,Sarath City Capital H&M,24049,2840,47.33
L14,L20,Sarath City Capital H&M,Chennai Shopping Mall,28025,2926,48.77
L20,L13,Chennai Shopping Mall,Forum Sujana Zara,26262,2454,40.9
L13,L28,Forum Sujana Zara,Paradise Biryani Secunderabad,82057,5085,84.75
L14,L8,Sarath City Capital H&M,Nature's Basket,48657,3326,55.43
L30,L28,Shah Ghouse Gachibowli,Paradise Biryani Secunderabad,66146,4546,75.77
L30,L13,Shah Ghouse Gachibowli,Forum Sujana Zara,54815,3371,56.18
L28,L8,Paradise Biryani Secunderabad,Nature's Basket,52247,4178,69.63
L14,L28,Sarath City Capital H&M,Paradise Biryani Secunderabad,21246,2576,42.93
L13,L20,Forum Sujana Zara,Chennai Shopping Mall,26917,2507,41.78
L8,L14,Nature's Basket,Sarath City Capital H&M,50691,3511,58.52
L28,L30,Paradise Biryani Secunderabad,Shah Ghouse Gachibowli,67509,4666,77.77
L8,L30,Nature's Basket,Shah Ghouse Gachibowli,27301,2208,36.8
L30,L8,Shah Ghouse Gachibowli,Nature's Basket,26975,2192,36.53
L13,L30,Forum Sujana Zara,Shah Ghouse Gachibowli,54651,3489,58.15
L30,L14,Shah Ghouse Gachibowli,Sarath City Capital H&M,65890,3972,66.2
L13,L14,Forum Sujana Zara,Sarath City Capital H&M,58565,3490,58.17
L28,L13,Paradise Biryani Secunderabad,Forum Sujana Zara,68518,4903,81.72
L14,L30,Sarath City Capital H&M,Shah Ghouse Gachibowli,63919,3814,63.57
L28,L20,Paradise Biryani Secunderabad,Chennai Shopping Mall,36295,4478,74.63
L8,L20,Nature's Basket,Chennai Shopping Mall,58236,4909,81.82
L8,L28,Nature's Basket,Paradise Biryani Secunderabad,50947,4086,68.1
L42,L30,Green Trends,Shah Ghouse Gachibowli,8904,1410,23.5
L20,L30,Chennai Shopping Mall,Shah Ghouse Gachibowli,78143,5072,84.53
L30,L20,Shah Ghouse Gachibowli,Chennai Shopping Mall,78441,4964,82.73
L20,L28,Chennai Shopping Mall,Paradise Biryani Secunderabad,37162,4515,75.25
L8,L42,Nature's Basket,Green Trends,40736,3465,57.75
L42,L8,Green Trends,Nature's Basket,35366,3431,57.18
L14,L13,Sarath City Capital H&M,Forum Sujana Zara,57564,3336,55.6
L42,L14,Green Trends,Sarath City Capital H&M,48579,4684,78.07
L28,L42,Paradise Biryani Secunderabad,Green Trends,50615,5348,89.13
L30,L42,Shah Ghouse Gachibowli,Green Trends,10105,1418,23.63
L13,L42,Forum Sujana Zara,Green Trends,48553,3877,64.62
L42,L20,Green Trends,Chennai Shopping Mall,34074,4433,73.88
L42,L28,Green Trends,Paradise Biryani Secunderabad,48835,5259,87.65
L20,L42,Chennai Shopping Mall,Green Trends,32864,4429,73.82
L42,L13,Green Trends,Forum Sujana Zara,48192,3656,60.93
L14,L42,Sarath City Capital H&M,Green Trends,47025,4496,74.93
L20,L8,Chennai Shopping Mall,Nature's Basket,55658,4988,83.13
L24,L52,Darpan Furnishings,Puma Store,69678,4998,83.3
L52,L24,Puma Store,Darpan Furnishings,48677,5041,84.02
L18,L52,Kalanikethan Kukatpally,Puma Store,5983,912,15.2
L24,L18,Darpan Furnishings,Kalanikethan Kukatpally,68030,4853,80.88
L52,L18,Puma Store,Kalanikethan Kukatpally,5644,745,12.42
L18,L24,Kalanikethan Kukatpally,Darpan Furnishings,68726,4914,81.9
L27,L31,Chutneys Restaurant,Cafe Niloufer,76720,5335,88.92
