trip_id,driver_id,date,stop_number,location_id,store_name,latitude,longitude,arrival_time,visit_duration_min,distance_to_next_km,travel_time_to_next_min
245,D5,2026-04-21,5,L8,Nature's Basket,17.523772,78.203249,13:28,30,0.0,0.0
246,D6,2026-04-21,1,L30,Shah Ghouse Gachibowli,17.559129,78.3997,10:15,39,28.29,42.4
246,D6,2026-04-21,2,L25,IKEA Hyderabad,17.360466,78.233094,11:41,26,24.83,37.2
246,D6,2026-04-21,3,L51,Adidas Originals,17.578739,78.282563,12:55,33,0.0,0.0
247,D7,2026-04-21,1,L30,Shah Ghouse Gachibowli,17.559129,78.3997,10:45,24,28.29,42.4
247,D7,2026-04-21,2,L25,IKEA Hyderabad,17.360466,78.233094,12:01,10,24.83,37.2
247,D7,2026-04-21,3,L51,Adidas Originals,17.578739,78.282563,12:58,37,0.0,0.0
248,D8,2026-04-21,1,L30,Shah Ghouse Gachibowli,17.559129,78.3997,10:30,36,28.29,42.4
248,D8,2026-04-21,2,L25,IKEA Hyderabad,17.360466,78.233094,11:59,33,24.83,37.2
248,D8,2026-04-21,3,L51,Adidas Originals,17.578739,78.282563,13:21,32,0.0,0.0
249,D9,2026-04-21,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,10:00,18,35.82,53.7
249,D9,2026-04-21,2,L10,Metro Cash & Carry,17.286126,78.581747,11:25,37,15.59,23.4
249,D9,2026-04-21,3,L6,Ghanshyam Supermarket,17.424498,78.55801,12:40,18,20.6,30.9
249,D9,2026-04-21,4,L44,Page 3 Luxury Salon,17.5814,78.661217,13:43,37,16.72,25.1
249,D9,2026-04-21,5,L12,GVK One Lifestyle,17.44149,78.603564,15:00,29,30.61,45.9
249,D9,2026-04-21,6,L57,Joyalukkas,17.435323,78.315057,16:30,30,0.0,0.0
250,D10,2026-04-21,1,L40,Apollo Health City,17.588755,78.580981,08:00,22,29.64,44.5
250,D10,2026-04-21,2,L7,Q-Mart Gachibowli,17.367808,78.424605,09:17,39,20.19,30.3
250,D10,2026-04-21,3,L52,Puma Store,17.548973,78.411569,10:33,27,23.61,35.4
250,D10,2026-04-21,4,L12,GVK One Lifestyle,17.44149,78.603564,11:51,12,22.18,33.3
250,D10,2026-04-21,5,L54,Metro Shoes,17.48518,78.399496,12:41,27,12.94,19.4
250,D10,2026-04-21,6,L21,Bajaj Electronics,17.443652,78.285569,13:35,39,34.08,51.1
250,D10,2026-04-21,7,L53,Bata Shoe Store,17.571565,78.577633,15:13,39,0.0,0.0
251,D11,2026-04-21,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,09:45,24,35.82,53.7
251,D11,2026-04-21,2,L10,Metro Cash & Carry,17.286126,78.581747,11:17,22,15.59,23.4
251,D11,2026-04-21,3,L6,Ghanshyam Supermarket,17.424498,78.55801,12:17,28,20.6,30.9
251,D11,2026-04-21,4,L44,Page 3 Luxury Salon,17.5814,78.661217,13:28,17,16.72,25.1
251,D11,2026-04-21,5,L12,GVK One Lifestyle,17.44149,78.603564,14:21,32,30.61,45.9
251,D11,2026-04-21,6,L57,Joyalukkas,17.435323,78.315057,15:51,12,0.0,0.0
252,D12,2026-04-21,1,L47,Himalaya Book World,17.295781,78.320436,09:45,34,34.14,51.2
252,D12,2026-04-21,2,L31,Cafe Niloufer,17.59893,78.269166,11:24,10,41.55,62.3
252,D12,2026-04-21,3,L60,Lalitha Jewellery,17.228343,78.319002,12:51,19,2.95,4.4
252,D12,2026-04-21,4,L14,Sarath City Capital H&M,17.23152,78.346589,13:27,14,0.0,0.0
253,D1,2026-04-22,1,L20,Chennai Shopping Mall,17.342108,78.535088,09:45,27,17.98,27.0
253,D1,2026-04-22,2,L13,Forum Sujana Zara,17.414491,78.686558,10:52,22,41.43,62.1
253,D1,2026-04-22,3,L14,Sarath City Capital H&M,17.23152,78.346589,12:27,37,36.86,55.3
253,D1,2026-04-22,4,L30,Shah Ghouse Gachibowli,17.559129,78.3997,14:06,30,0.0,0.0
254,D2,2026-04-22,1,L20,Chennai Shopping Mall,17.342108,78.535088,08:45,21,17.98,27.0
254,D2,2026-04-22,2,L13,Forum Sujana Zara,17.414491,78.686558,09:46,18,41.43,62.1
254,D2,2026-04-22,3,L14,Sarath City Capital H&M,17.23152,78.346589,11:17,31,36.86,55.3
254,D2,2026-04-22,4,L30,Shah Ghouse Gachibowli,17.559129,78.3997,12:53,16,0.0,0.0
255,D3,2026-04-22,1,L21,Bajaj Electronics,17.443652,78.285569,10:30,11,28.78,43.2
255,D3,2026-04-22,2,L20,Chennai Shopping Mall,17.342108,78.535088,11:34,30,29.7,44.5
255,D3,2026-04-22,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,13:03,35,52.54,78.8
255,D3,2026-04-22,4,L46,Crossword Bookstore,17.571639,78.639361,15:11,11,37.58,56.4
255,D3,2026-04-22,5,L57,Joyalukkas,17.435323,78.315057,16:28,29,30.61,45.9
255,D3,2026-04-22,6,L12,GVK One Lifestyle,17.44149,78.603564,17:50,26,34.14,51.2
255,D3,2026-04-22,7,L47,Himalaya Book World,17.295781,78.320436,19:23,27,0.0,0.0
256,D4,2026-04-22,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,09:30,25,35.82,53.7
256,D4,2026-04-22,2,L10,Metro Cash & Carry,17.286126,78.581747,10:57,23,15.59,23.4
256,D4,2026-04-22,3,L6,Ghanshyam Supermarket,17.424498,78.55801,11:54,22,20.6,30.9
256,D4,2026-04-22,4,L44,Page 3 Luxury Salon,17.5814,78.661217,12:52,24,16.72,25.1
256,D4,2026-04-22,5,L12,GVK One Lifestyle,17.44149,78.603564,13:52,17,0.0,0.0
257,D5,2026-04-22,1,L20,Chennai Shopping Mall,17.342108,78.535088,09:30,20,17.98,27.0
257,D5,2026-04-22,2,L13,Forum Sujana Zara,17.414491,78.686558,10:28,13,41.43,62.1
257,D5,2026-04-22,3,L14,Sarath City Capital H&M,17.23152,78.346589,11:52,27,36.86,55.3
257,D5,2026-04-22,4,L30,Shah Ghouse Gachibowli,17.559129,78.3997,13:27,26,0.0,0.0
258,D6,2026-04-22,1,L47,Himalaya Book World,17.295781,78.320436,10:00,30,34.14,51.2
258,D6,2026-04-22,2,L31,Cafe Niloufer,17.59893,78.269166,11:27,14,41.55,62.3
258,D6,2026-04-22,3,L60,Lalitha Jewellery,17.228343,78.319002,12:56,23,0.0,0.0
259,D7,2026-04-22,1,L20,Chennai Shopping Mall,17.342108,78.535088,10:15,11,17.98,27.0
259,D7,2026-04-22,2,L13,Forum Sujana Zara,17.414491,78.686558,11:06,12,41.43,62.1
259,D7,2026-04-22,3,L14,Sarath City Capital H&M,17.23152,78.346589,12:31,29,36.86,55.3
259,D7,2026-04-22,4,L30,Shah Ghouse Gachibowli,17.559129,78.3997,14:07,30,0.0,0.0
260,D8,2026-04-22,1,L47,Himalaya Book World,17.295781,78.320436,08:30,16,34.14,51.2
260,D8,2026-04-22,2,L31,Cafe Niloufer,17.59893,78.269166,09:43,40,41.55,62.3
260,D8,2026-04-22,3,L60,Lalitha Jewellery,17.228343,78.319002,11:36,28,0.0,0.0
261,D9,2026-04-22,1,L40,Apollo Health City,17.588755,78.580981,08:00,23,29.64,44.5
261,D9,2026-04-22,2,L7,Q-Mart Gachibowli,17.367808,78.424605,09:12,15,20.19,30.3
261,D9,2026-04-22,3,L52,Puma Store,17.548973,78.411569,10:02,27,23.61,35.4
261,D9,2026-04-22,4,L12,GVK One Lifestyle,17.44149,78.603564,11:19,18,22.18,33.3
261,D9,2026-04-22,5,L54,Metro Shoes,17.48518,78.399496,12:17,34,12.94,19.4
261,D9,2026-04-22,6,L21,Bajaj Electronics,17.443652,78.285569,13:25,18,0.0,0.0
262,D10,2026-04-22,1,L40,Apollo Health City,17.588755,78.580981,09:15,20,29.64,44.5
262,D10,2026-04-22,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:32,23,20.19,30.3
262,D10,2026-04-22,3,L52,Puma Store,17.548973,78.411569,11:37,20,23.61,35.4
262,D10,2026-04-22,4,L12,GVK One Lifestyle,17.44149,78.603564,12:43,37,22.18,33.3
262,D10,2026-04-22,5,L54,Metro Shoes,17.48518,78.399496,14:03,36,12.94,19.4
262,D10,2026-04-22,6,L21,Bajaj Electronics,17.443652,78.285569,15:06,35,0.0,0.0
263,D11,2026-04-22,1,L21,Bajaj Electronics,17.443652,78.285569,10:15,33,28.78,43.2
263,D11,2026-04-22,2,L20,Chennai Shopping Mall,17.342108,78.535088,11:42,20,29.7,44.5
263,D11,2026-04-22,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,13:00,36,52.54,78.8
263,D11,2026-04-22,4,L46,Crossword Bookstore,17.571639,78.639361,15:06,33,37.58,56.4
263,D11,2026-04-22,5,L57,Joyalukkas,17.435323,78.315057,16:44,14,30.61,45.9
263,D11,2026-04-22,6,L12,GVK One Lifestyle,17.44149,78.603564,17:56,24,34.14,51.2
263,D11,2026-04-22,7,L47,Himalaya Book World,17.295781,78.320436,19:17,10,0.0,0.0
264,D12,2026-04-22,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,10:30,29,35.82,53.7
264,D12,2026-04-22,2,L10,Metro Cash & Carry,17.286126,78.581747,12:07,19,15.59,23.4
264,D12,2026-04-22,3,L6,Ghanshyam Supermarket,17.424498,78.55801,13:03,16,20.6,30.9
264,D12,2026-04-22,4,L44,Page 3 Luxury Salon,17.5814,78.661217,14:03,15,16.72,25.1
264,D12,2026-04-22,5,L12,GVK One Lifestyle,17.44149,78.603564,14:53,17,0.0,0.0
265,D1,2026-04-23,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,08:00,35,35.82,53.7
265,D1,2026-04-23,2,L10,Metro Cash & Carry,17.286126,78.581747,09:39,25,15.59,23.4
265,D1,2026-04-23,3,L6,Ghanshyam Supermarket,17.424498,78.55801,10:38,25,20.6,30.9
265,D1,2026-04-23,4,L44,Page 3 Luxury Salon,17.5814,78.661217,11:47,20,0.0,0.0
266,D2,2026-04-23,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,08:30,40,35.82,53.7
266,D2,2026-04-23,2,L10,Metro Cash & Carry,17.286126,78.581747,10:09,27,15.59,23.4
266,D2,2026-04-23,3,L6,Ghanshyam Supermarket,17.424498,78.55801,11:15,31,20.6,30.9
266,D2,2026-04-23,4,L44,Page 3 Luxury Salon,17.5814,78.661217,12:23,24,0.0,0.0
267,D3,2026-04-23,1,L44,Page 3 Luxury Salon,17.5814,78.661217,09:45,16,33.91,50.9
267,D3,2026-04-23,2,L39,Apollo Pharmacy,17.373906,78.426862,10:56,24,19.59,29.4
267,D3,2026-04-23,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,12:00,13,19.97,30.0
267,D3,2026-04-23,4,L8,Nature's Basket,17.523772,78.203249,12:48,27,2.3,3.4
267,D3,2026-04-23,5,L36,Aroma Boutique,17.544312,78.205741,13:30,11,49.15,73.7
267,D3,2026-04-23,6,L10,Metro Cash & Carry,17.286126,78.581747,15:10,17,27.76,41.6
267,D3,2026-04-23,7,L47,Himalaya Book World,17.295781,78.320436,16:23,10,0.0,0.0
268,D4,2026-04-23,1,L44,Page 3 Luxury Salon,17.5814,78.661217,08:15,34,33.91,50.9
268,D4,2026-04-23,2,L39,Apollo Pharmacy,17.373906,78.426862,09:52,27,19.59,29.4
268,D4,2026-04-23,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,10:59,11,19.97,30.0
268,D4,2026-04-23,4,L8,Nature's Basket,17.523772,78.203249,11:51,36,2.3,3.4
268,D4,2026-04-23,5,L36,Aroma Boutique,17.544312,78.205741,12:36,33,49.15,73.7
268,D4,2026-04-23,6,L10,Metro Cash & Carry,17.286126,78.581747,14:30,35,27.76,41.6
268,D4,2026-04-23,7,L47,Himalaya Book World,17.295781,78.320436,16:01,36,0.0,0.0
269,D5,2026-04-23,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,08:15,11,35.82,53.7
269,D5,2026-04-23,2,L10,Metro Cash & Carry,17.286126,78.581747,09:24,38,15.59,23.4
269,D5,2026-04-23,3,L6,Ghanshyam Supermarket,17.424498,78.55801,10:32,34,20.6,30.9
269,D5,2026-04-23,4,L44,Page 3 Luxury Salon,17.5814,78.661217,11:51,19,0.0,0.0
270,D6,2026-04-23,1,L40,Apollo Health City,17.588755,78.580981,09:00,37,29.64,44.5
270,D6,2026-04-23,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:28,21,20.19,30.3
270,D6,2026-04-23,3,L52,Puma Store,17.548973,78.411569,11:25,33,23.61,35.4
270,D6,2026-04-23,4,L12,GVK One Lifestyle,17.44149,78.603564,12:48,35,22.18,33.3
270,D6,2026-04-23,5,L54,Metro Shoes,17.48518,78.399496,14:05,10,0.0,0.0
271,D7,2026-04-23,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,08:45,25,35.82,53.7
271,D7,2026-04-23,2,L10,Metro Cash & Carry,17.286126,78.581747,10:18,21,15.59,23.4
271,D7,2026-04-23,3,L6,Ghanshyam Supermarket,17.424498,78.55801,11:13,31,20.6,30.9
271,D7,2026-04-23,4,L44,Page 3 Luxury Salon,17.5814,78.661217,12:22,21,0.0,0.0
272,D8,2026-04-23,1,L44,Page 3 Luxury Salon,17.5814,78.661217,10:45,25,33.91,50.9
272,D8,2026-04-23,2,L39,Apollo Pharmacy,17.373906,78.426862,12:10,12,19.59,29.4
272,D8,2026-04-23,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,13:07,38,19.97,30.0
272,D8,2026-04-23,4,L8,Nature's Basket,17.523772,78.203249,14:27,20,2.3,3.4
272,D8,2026-04-23,5,L36,Aroma Boutique,17.544312,78.205741,15:00,32,49.15,73.7
272,D8,2026-04-23,6,L10,Metro Cash & Carry,17.286126,78.581747,17:00,18,27.76,41.6
272,D8,2026-04-23,7,L47,Himalaya Book World,17.295781,78.320436,18:13,29,0.0,0.0
273,D9,2026-04-23,1,L44,Page 3 Luxury Salon,17.5814,78.661217,09:15,16,33.91,50.9
273,D9,2026-04-23,2,L39,Apollo Pharmacy,17.373906,78.426862,10:36,30,19.59,29.4
273,D9,2026-04-23,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,11:50,17,19.97,30.0
273,D9,2026-04-23,4,L8,Nature's Basket,17.523772,78.203249,12:46,33,2.3,3.4
273,D9,2026-04-23,5,L36,Aroma Boutique,17.544312,78.205741,13:36,28,49.15,73.7
273,D9,2026-04-23,6,L10,Metro Cash & Carry,17.286126,78.581747,15:27,14,27.76,41.6
273,D9,2026-04-23,7,L47,Himalaya Book World,17.295781,78.320436,16:31,37,0.0,0.0
274,D10,2026-04-23,1,L44,Page 3 Luxury Salon,17.5814,78.661217,08:00,14,33.91,50.9
274,D10,2026-04-23,2,L39,Apollo Pharmacy,17.373906,78.426862,09:16,21,19.59,29.4
274,D10,2026-04-23,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,10:18,11,19.97,30.0
274,D10,2026-04-23,4,L8,Nature's Basket,17.523772,78.203249,11:07,10,2.3,3.4
274,D10,2026-04-23,5,L36,Aroma Boutique,17.544312,78.205741,11:35,18,49.15,73.7
274,D10,2026-04-23,6,L10,Metro Cash & Carry,17.286126,78.581747,13:15,29,27.76,41.6
274,D10,2026-04-23,7,L47,Himalaya Book World,17.295781,78.320436,14:40,33,0.0,0.0
275,D11,2026-04-23,1,L20,Chennai Shopping Mall,17.342108,78.535088,09:45,34,17.98,27.0
275,D11,2026-04-23,2,L13,Forum Sujana Zara,17.414491,78.686558,10:52,28,41.43,62.1
275,D11,2026-04-23,3,L14,Sarath City Capital H&M,17.23152,78.346589,12:32,27,0.0,0.0
276,D12,2026-04-23,1,L40,Apollo Health City,17.588755,78.580981,08:30,21,29.64,44.5
276,D12,2026-04-23,2,L7,Q-Mart Gachibowli,17.367808,78.424605,09:41,16,20.19,30.3
276,D12,2026-04-23,3,L52,Puma Store,17.548973,78.411569,10:37,18,23.61,35.4
276,D12,2026-04-23,4,L12,GVK One Lifestyle,17.44149,78.603564,11:40,10,22.18,33.3
276,D12,2026-04-23,5,L54,Metro Shoes,17.48518,78.399496,12:34,14,0.0,0.0
277,D1,2026-04-24,1,L21,Bajaj Electronics,17.443652,78.285569,08:00,38,28.78,43.2
277,D1,2026-04-24,2,L20,Chennai Shopping Mall,17.342108,78.535088,09:27,39,29.7,44.5
277,D1,2026-04-24,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,10:57,16,52.54,78.8
277,D1,2026-04-24,4,L46,Crossword Bookstore,17.571639,78.639361,12:47,11,37.58,56.4
277,D1,2026-04-24,5,L57,Joyalukkas,17.435323,78.315057,14:01,25,0.0,0.0
278,D2,2026-04-24,1,L40,Apollo Health City,17.588755,78.580981,10:45,39,29.64,44.5
278,D2,2026-04-24,2,L7,Q-Mart Gachibowli,17.367808,78.424605,12:17,25,20.19,30.3
278,D2,2026-04-24,3,L52,Puma Store,17.548973,78.411569,13:21,11,23.61,35.4
278,D2,2026-04-24,4,L12,GVK One Lifestyle,17.44149,78.603564,14:20,30,0.0,0.0
279,D3,2026-04-24,1,L44,Page 3 Luxury Salon,17.5814,78.661217,09:15,23,33.91,50.9
279,D3,2026-04-24,2,L39,Apollo Pharmacy,17.373906,78.426862,10:38,35,19.59,29.4
279,D3,2026-04-24,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,11:48,25,19.97,30.0
279,D3,2026-04-24,4,L8,Nature's Basket,17.523772,78.203249,12:50,15,2.3,3.4
279,D3,2026-04-24,5,L36,Aroma Boutique,17.544312,78.205741,13:18,12,49.15,73.7
279,D3,2026-04-24,6,L10,Metro Cash & Carry,17.286126,78.581747,14:53,28,0.0,0.0
280,D4,2026-04-24,1,L40,Apollo Health City,17.588755,78.580981,09:00,19,29.64,44.5
280,D4,2026-04-24,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:15,30,20.19,30.3
280,D4,2026-04-24,3,L52,Puma Store,17.548973,78.411569,11:21,30,23.61,35.4
280,D4,2026-04-24,4,L12,GVK One Lifestyle,17.44149,78.603564,12:36,24,0.0,0.0
281,D5,2026-04-24,1,L21,Bajaj Electronics,17.443652,78.285569,10:00,10,28.78,43.2
281,D5,2026-04-24,2,L20,Chennai Shopping Mall,17.342108,78.535088,11:02,18,29.7,44.5
281,D5,2026-04-24,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,12:10,24,52.54,78.8
281,D5,2026-04-24,4,L46,Crossword Bookstore,17.571639,78.639361,14:05,40,37.58,56.4
281,D5,2026-04-24,5,L57,Joyalukkas,17.435323,78.315057,15:54,35,0.0,0.0
282,D6,2026-04-24,1,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,10:30,31,35.82,53.7
282,D6,2026-04-24,2,L10,Metro Cash & Carry,17.286126,78.581747,11:59,40,15.59,23.4
282,D6,2026-04-24,3,L6,Ghanshyam Supermarket,17.424498,78.55801,13:18,25,0.0,0.0
283,D7,2026-04-24,1,L44,Page 3 Luxury Salon,17.5814,78.661217,09:15,33,33.91,50.9
283,D7,2026-04-24,2,L39,Apollo Pharmacy,17.373906,78.426862,10:43,14,19.59,29.4
283,D7,2026-04-24,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,11:40,37,19.97,30.0
283,D7,2026-04-24,4,L8,Nature's Basket,17.523772,78.203249,12:56,40,2.3,3.4
283,D7,2026-04-24,5,L36,Aroma Boutique,17.544312,78.205741,13:51,40,49.15,73.7
283,D7,2026-04-24,6,L10,Metro Cash & Carry,17.286126,78.581747,16:00,22,0.0,0.0
284,D8,2026-04-24,1,L40,Apollo Health City,17.588755,78.580981,10:15,11,29.64,44.5
284,D8,2026-04-24,2,L7,Q-Mart Gachibowli,17.367808,78.424605,11:19,21,20.19,30.3
284,D8,2026-04-24,3,L52,Puma Store,17.548973,78.411569,12:16,37,23.61,35.4
284,D8,2026-04-24,4,L12,GVK One Lifestyle,17.44149,78.603564,13:41,19,0.0,0.0
285,D9,2026-04-24,1,L40,Apollo Health City,17.588755,78.580981,09:15,28,29.64,44.5
285,D9,2026-04-24,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:36,22,20.19,30.3
285,D9,2026-04-24,3,L52,Puma Store,17.548973,78.411569,11:42,28,23.61,35.4
285,D9,2026-04-24,4,L12,GVK One Lifestyle,17.44149,78.603564,12:58,12,0.0,0.0
286,D10,2026-04-24,1,L21,Bajaj Electronics,17.443652,78.285569,09:45,25,28.78,43.2
286,D10,2026-04-24,2,L20,Chennai Shopping Mall,17.342108,78.535088,10:59,20,29.7,44.5
286,D10,2026-04-24,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,12:09,12,52.54,78.8
286,D10,2026-04-24,4,L46,Crossword Bookstore,17.571639,78.639361,13:51,23,37.58,56.4
286,D10,2026-04-24,5,L57,Joyalukkas,17.435323,78.315057,15:21,38,0.0,0.0
287,D11,2026-04-24,1,L20,Chennai Shopping Mall,17.342108,78.535088,10:30,27,32.6,48.9
287,D11,2026-04-24,2,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,11:50,20,29.98,45.0
287,D11,2026-04-24,3,L50,Nike Exclusive Store,17.506334,78.264196,13:04,13,26.42,39.6
287,D11,2026-04-24,4,L23,Reliance Digital,17.287846,78.362141,14:04,23,13.87,20.8
287,D11,2026-04-24,5,L56,Malabar Gold & Diamonds,17.299162,78.232013,15:02,28,49.06,73.6
287,D11,2026-04-24,6,L40,Apollo Health City,17.588755,78.580981,16:56,17,35.24,52.9
287,D11,2026-04-24,7,L21,Bajaj Electronics,17.443652,78.285569,18:11,14,0.0,0.0
288,D12,2026-04-24,1,L21,Bajaj Electronics,17.443652,78.285569,08:45,39,28.78,43.2
288,D12,2026-04-24,2,L20,Chennai Shopping Mall,17.342108,78.535088,10:16,40,29.7,44.5
288,D12,2026-04-24,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,11:52,35,52.54,78.8
288,D12,2026-04-24,4,L46,Crossword Bookstore,17.571639,78.639361,13:58,25,37.58,56.4
288,D12,2026-04-24,5,L57,Joyalukkas,17.435323,78.315057,15:24,26,0.0,0.0
289,D1,2026-04-25,1,L20,Chennai Shopping Mall,17.342108,78.535088,10:15,37,32.6,48.9
289,D1,2026-04-25,2,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,11:49,35,29.98,45.0
289,D1,2026-04-25,3,L50,Nike Exclusive Store,17.506334,78.264196,13:24,15,26.42,39.6
289,D1,2026-04-25,4,L23,Reliance Digital,17.287846,78.362141,14:25,24,13.87,20.8
289,D1,2026-04-25,5,L56,Malabar Gold & Diamonds,17.299162,78.232013,15:15,35,49.06,73.6
289,D1,2026-04-25,6,L40,Apollo Health City,17.588755,78.580981,17:08,22,0.0,0.0
290,D2,2026-04-25,1,L20,Chennai Shopping Mall,17.342108,78.535088,08:45,27,32.6,48.9
290,D2,2026-04-25,2,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,10:10,38,29.98,45.0
290,D2,2026-04-25,3,L50,Nike Exclusive Store,17.506334,78.264196,11:45,28,26.42,39.6
290,D2,2026-04-25,4,L23,Reliance Digital,17.287846,78.362141,12:58,14,13.87,20.8
290,D2,2026-04-25,5,L56,Malabar Gold & Diamonds,17.299162,78.232013,13:41,11,49.06,73.6
290,D2,2026-04-25,6,L40,Apollo Health City,17.588755,78.580981,15:19,25,0.0,0.0
291,D3,2026-04-25,1,L40,Apollo Health City,17.588755,78.580981,08:45,31,29.64,44.5
291,D3,2026-04-25,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:12,33,20.19,30.3
291,D3,2026-04-25,3,L52,Puma Store,17.548973,78.411569,11:30,26,0.0,0.0
292,D4,2026-04-25,1,L20,Chennai Shopping Mall,17.342108,78.535088,10:45,34,32.6,48.9
292,D4,2026-04-25,2,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,12:14,34,29.98,45.0
292,D4,2026-04-25,3,L50,Nike Exclusive Store,17.506334,78.264196,13:42,14,26.42,39.6
292,D4,2026-04-25,4,L23,Reliance Digital,17.287846,78.362141,14:51,36,13.87,20.8
292,D4,2026-04-25,5,L56,Malabar Gold & Diamonds,17.299162,78.232013,15:58,16,49.06,73.6
292,D4,2026-04-25,6,L40,Apollo Health City,17.588755,78.580981,17:40,28,0.0,0.0
293,D5,2026-04-25,1,L44,Page 3 Luxury Salon,17.5814,78.661217,08:45,25,33.91,50.9
293,D5,2026-04-25,2,L39,Apollo Pharmacy,17.373906,78.426862,10:12,13,19.59,29.4
293,D5,2026-04-25,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,11:03,26,19.97,30.0
293,D5,2026-04-25,4,L8,Nature's Basket,17.523772,78.203249,12:12,23,2.3,3.4
293,D5,2026-04-25,5,L36,Aroma Boutique,17.544312,78.205741,12:44,24,0.0,0.0
294,D6,2026-04-25,1,L5,Reliance Smart Jubilee,17.287455,78.452678,10:15,15,18.9,28.3
294,D6,2026-04-25,2,L6,Ghanshyam Supermarket,17.424498,78.55801,11:03,25,10.9,16.4
294,D6,2026-04-25,3,L37,Alankrita Boutique,17.472684,78.468485,11:52,39,29.77,44.7
294,D6,2026-04-25,4,L14,Sarath City Capital H&M,17.23152,78.346589,13:22,23,41.44,62.2
294,D6,2026-04-25,5,L3,Heritage Fresh,17.47068,78.64609,15:01,28,42.43,63.6
294,D6,2026-04-25,6,L31,Cafe Niloufer,17.59893,78.269166,16:44,22,17.08,25.6
294,D6,2026-04-25,7,L9,Spencer's Retail,17.479256,78.370125,17:46,24,0.0,0.0
295,D7,2026-04-25,1,L21,Bajaj Electronics,17.443652,78.285569,10:15,37,28.78,43.2
295,D7,2026-04-25,2,L20,Chennai Shopping Mall,17.342108,78.535088,11:44,35,29.7,44.5
295,D7,2026-04-25,3,L28,Paradise Biryani Secunderabad,17.257149,78.269815,13:15,20,52.54,78.8
295,D7,2026-04-25,4,L46,Crossword Bookstore,17.571639,78.639361,15:08,31,0.0,0.0
296,D8,2026-04-25,1,L40,Apollo Health City,17.588755,78.580981,09:15,12,29.64,44.5
296,D8,2026-04-25,2,L7,Q-Mart Gachibowli,17.367808,78.424605,10:20,21,20.19,30.3
296,D8,2026-04-25,3,L52,Puma Store,17.548973,78.411569,11:24,31,0.0,0.0
297,D9,2026-04-25,1,L5,Reliance Smart Jubilee,17.287455,78.452678,09:15,26,18.9,28.3
297,D9,2026-04-25,2,L6,Ghanshyam Supermarket,17.424498,78.55801,10:19,33,10.9,16.4
297,D9,2026-04-25,3,L37,Alankrita Boutique,17.472684,78.468485,11:19,11,29.77,44.7
297,D9,2026-04-25,4,L14,Sarath City Capital H&M,17.23152,78.346589,12:25,36,41.44,62.2
297,D9,2026-04-25,5,L3,Heritage Fresh,17.47068,78.64609,14:09,13,42.43,63.6
297,D9,2026-04-25,6,L31,Cafe Niloufer,17.59893,78.269166,15:33,10,17.08,25.6
297,D9,2026-04-25,7,L9,Spencer's Retail,17.479256,78.370125,16:15,24,0.0,0.0
298,D10,2026-04-25,1,L44,Page 3 Luxury Salon,17.5814,78.661217,09:45,16,33.91,50.9
298,D10,2026-04-25,2,L39,Apollo Pharmacy,17.373906,78.426862,11:04,30,19.59,29.4
298,D10,2026-04-25,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,12:17,15,19.97,30.0
298,D10,2026-04-25,4,L8,Nature's Basket,17.523772,78.203249,13:16,15,2.3,3.4
298,D10,2026-04-25,5,L36,Aroma Boutique,17.544312,78.205741,13:44,33,0.0,0.0
299,D11,2026-04-25,1,L20,Chennai Shopping Mall,17.342108,78.535088,09:00,21,32.6,48.9
299,D11,2026-04-25,2,L11,Inorbit Mall Shoppers Stop,17.237098,78.248358,10:23,33,29.98,45.0
